dni,sede_id
23087039,5
82110332,17
44809107,8
11443213,5
74320899,11
60476357,18
32380798,12
84657241,2
63779644,2
38918919,13
47109352,12
23902192,3
10402459,17
27574126,5
90671396,13
41817540,14
65182112,11
74355377,4
24946139,17
84334166,18
31808023,18
30396168,19
29356472,16
77338268,2
36585375,11
20953529,14
18416690,10
41541219,14
67361591,18
49263371,14
76922150,6
42825334,12
44728764,8
27930668,12
67171837,18
68169724,12
51770103,19
65646160,16
55890351,15
18828918,12
49241168,12
20425942,16
74389755,2
75068591,14
10194809,1
78360767,1
21756140,11
58820974,10
62637511,9
99173394,0
50806429,16
95021858,10
24501125,13
38847894,3
64079176,12
22430437,10
43956557,16
32579895,17
11501482,9
54805383,8
