dni,sede_id
92846659,56
24331753,98
14306431,44
20102347,158
29007504,109
49493542,11
88773388,190
97794913,153
98089017,70
14891736,149
54225925,49
34706744,119
56162032,135
78440332,57
40513649,112
69704446,101
84651642,80
49871186,30
16504684,99
15970181,196
45295375,158
45352947,167
18887762,65
22834986,152
28951618,56
22479389,68
45859654,53
18237319,145
83233561,128
15149166,165
37762916,99
55282856,159
76969083,111
76123760,40
56129937,48
65706602,165
14866640,41
98849469,30
61158455,164
89619682,83
65613120,123
41052046,21
58696775,158
13632955,37
83011863,20
84510670,146
72965687,190
50108391,161
24178666,26
65355552,123
85232167,65
50365921,145
79564364,94
47990544,169
71632009,37
24915662,49
58705212,118
41904749,161
90080966,93
18060245,73
31864107,63
75017129,76
53470572,174
12518703,146
62338589,170
59929214,15
69882415,12
78153771,117
87156251,16
36816419,104
36592215,176
80686857,49
52374832,20
29060354,166
75039154,120
91948687,192
83551583,8
98830609,31
57534363,126
79446295,29
23774225,36
69978648,155
21254906,50
56413753,70
95187384,163
34527340,144
42096130,39
34248740,67
42477685,100
99227660,123
51675249,36
41372556,181
30812829,82
29630533,159
95992511,114
29609336,68
24875747,112
34864026,154
82002433,150
98165450,63
87383801,183
60043386,78
90498497,78
36628428,51
36484228,86
87482411,54
59920014,69
46584299,180
94960546,100
59387421,158
72438704,32
49422927,101
66933986,138
26451302,39
47647634,103
58918011,80
18075370,77
61477321,27
69800314,155
24565333,123
65817641,21
49186122,5
39664484,143
72207485,62
30562827,129
26518417,105
82671860,47
44034866,119
54929289,135
73882436,78
33031955,72
94881708,18
83347036,10
93513010,48
20793565,44
34846304,189
59398756,96
88311186,172
83588905,29
16036125,103
12202691,109
46004212,115
42222557,134
15812874,158
62801773,97
68082773,123
39377480,175
29225838,158
30784187,171
60511570,82
34136247,102
91777941,4
81608868,156
36062994,112
82674404,33
55397892,71
97067753,94
11556887,7
74447691,167
48015085,96
12565446,35
38996864,177
66723609,36
80458126,172
67663847,101
10968600,154
11160108,142
24890345,125
42969371,78
60050520,104
77725660,152
51430985,188
86546792,70
65281148,168
48490595,141
80557208,52
91864760,164
17458337,109
76743066,185
16137433,190
21073352,173
88158887,132
13701376,85
36032205,57
12799073,180
67699846,141
71191877,180
13002185,187
41748210,110
47852413,42
14508671,120
15278879,181
99979983,77
39900799,33
76509653,117
43487505,43
35825952,98
