dni,sede_id
26338212,0
77334754,1
16517306,2
63863186,3
84796936,4
10098993,5
14889427,6
51627743,7
32052406,8
39342579,9
63197026,10
64799977,11
45953058,12
88804698,13
99295399,14
18609017,15
98479987,16
91057162,17
11474708,18
58358776,19
15421963,20
18449794,21
83999164,22
29935449,23
49526808,24
65454810,25
23352382,26
70789699,27
16218676,28
52236270,29
78085270,30
83683525,31
61930418,32
52860354,33
77512804,34
43401460,35
28572101,36
13767732,37
18119344,38
83629579,39
39513861,40
94915584,41
20837696,42
61542257,43
41477377,44
50231980,45
70126995,46
87088591,47
94562377,48
44057126,49
91545045,50
26943545,51
84106836,52
57162351,53
27278011,54
19594000,55
48709205,56
16601624,57
55111896,58
99481600,59
41392843,60
78306437,61
69244655,62
30763621,63
55416706,64
17913857,65
24904278,66
12553306,67
49662540,68
63831041,69
67604059,70
26810216,71
29779176,72
85701248,73
19204928,74
60135420,75
86707424,76
29727871,77
35023722,78
45193723,79
22756788,80
38903370,81
41769960,82
35210531,83
33519772,84
62356353,85
65735432,86
59259142,87
62475605,88
67609275,89
36616775,90
11348322,91
46084489,92
36916818,93
38724689,94
94398224,95
67702474,96
10753223,97
59434412,98
86401374,99
28310082,100
47309064,101
76497838,102
81534341,103
73479528,104
77361135,105
99436645,106
36660608,107
22440493,108
14615417,109
27014354,110
40172588,111
88941578,112
16518844,113
27591190,114
15386413,115
24892421,116
82273587,117
79373765,118
10133293,119
31099386,120
48325496,121
43400637,122
52213179,123
25219675,124
86313319,125
38132925,126
84546325,127
43858987,128
32890610,129
42668531,130
90107406,131
97746271,132
30111166,133
67783630,134
99050755,135
13980250,136
51724464,137
96295769,138
82727808,139
44932598,140
34157658,141
25554467,142
17487989,143
84775753,144
64424054,145
37983004,146
95633646,147
49123058,148
36113187,149
74438261,150
60308755,151
41934402,152
52149906,153
39172224,154
96215597,155
63273693,156
88165411,157
76211243,158
59158755,159
61870910,160
68861260,161
52745103,162
21647301,163
48447687,164
36685703,165
56174005,166
38011242,167
93860849,168
78213079,169
24684672,170
40877358,171
15113106,172
70213228,173
87865502,174
53248925,175
91342295,176
44337014,177
68682988,178
19248564,179
65666876,180
88707948,181
33546765,182
57322344,183
44670166,184
35831224,185
31681139,186
51454953,187
82192836,188
85160936,189
81630749,190
75656149,191
51080917,192
73356353,193
47429167,194
75002357,195
70222688,196
91102861,197
20420966,198
86158530,199
16017567,200
36091414,201
77526126,202
61189007,203
61965614,204
93718410,205
11216633,206
98579809,207
13286236,208
12184905,209
20045064,210
64067915,211
49042056,212
72097307,213
11462997,214
92864009,215
17661153,216
49245614,217
28231118,218
17408049,219
21570979,220
52613815,221
42483226,222
62771679,223
86614053,224
57166729,225
60228637,226
71546227,227
88699358,228
18033456,229
25845382,230
53806740,231
25942011,232
47174204,233
98039405,234
14887140,235
16608736,236
62928371,237
46853132,238
36987291,239
48938868,240
91945521,241
13649796,242
22226254,243
92676619,244
78733591,245
64535575,246
47550687,247
92942414,248
46486180,249
90971590,250
39136367,251
32143997,252
66769344,253
82919277,254
95706478,255
90713678,256
56829622,257
99573834,258
21775249,259
95818949,260
95414947,261
19193998,262
18052004,263
60223702,264
40267371,265
41170104,266
38031363,267
31479433,268
54005092,269
50049460,270
10895704,271
11478243,272
33522682,273
50162510,274
23958586,275
65846616,276
96833413,277
46238378,278
20105966,279
70856558,280
28336437,281
91381123,282
19260286,283
82268058,284
62052539,285
97564386,286
86504828,287
25051462,288
60444672,289
82404556,290
10694356,291
97476730,292
25853254,293
27631409,294
95460625,295
69492414,296
49529536,297
93376508,298
32081367,299
27126795,300
74464112,301
39866124,302
99684664,303
45060983,304
54951369,305
75880674,306
15770508,307
82162103,308
45963377,309
40309553,310
55326917,311
86148540,312
66819595,313
74901308,314
35236982,315
75374520,316
44976982,317
85252087,318
44889669,319
78045644,320
62555100,321
82057680,322
48119970,323
17847106,324
61973679,325
97734732,326
77767911,327
55839556,328
53405306,329
65044680,330
47592400,331
21423671,332
75140411,333
16451060,334
44336802,335
89576789,336
51001398,337
25529472,338
88428867,339
89761632,340
45779604,341
66762317,342
24930269,343
70578384,344
61201290,345
82919517,346
24443405,347
96932033,348
57641463,349
21686109,350
31968034,351
78969723,352
52214697,353
83035461,354
96591098,355
61792159,356
24663987,357
26469350,358
28534529,359
11982891,360
74941247,361
17641911,362
47469970,363
