dni,sede_id
40719171,686
77501662,1555
62224505,392
78195583,1116
15045930,1383
43867131,201
35670295,1246
10320672,322
14288456,1217
53978136,1029
73062190,54
19021520,971
72252797,1061
83334879,1343
54195111,1588
51915448,755
18588880,283
36451100,711
20773122,75
57806345,1210
30578088,876
12713641,669
73305756,846
24831770,1017
67492672,958
68191220,1161
88433772,320
50712472,425
83117482,1162
89875944,143
48028844,102
17166220,943
30803993,1044
36178565,1449
40453081,112
50753071,1507
44740847,1833
97350184,614
26174302,1360
49286909,1735
99486530,1490
63866205,712
83911354,1293
96134377,967
80968629,1267
21381752,634
46184183,1183
53460533,331
91383850,672
80929455,1855
48304283,1070
26506114,1330
33816768,106
98716911,9
92713017,937
41543361,1258
35561840,460
43247990,10
68666955,1085
84776086,74
52359411,52
93758849,1660
29055023,571
59058283,520
69423534,719
72034661,1408
23266341,790
37856658,1180
22199128,596
30965430,1150
17616163,1669
29776915,317
50871937,1891
81354381,402
44065406,646
34372277,737
22011597,307
65512024,1281
57468017,1818
17987106,1845
78971460,461
54608982,42
56355929,694
66965841,1666
65406161,755
56241712,1320
15368906,322
29682778,224
11673410,55
74843058,1832
53275722,64
79166289,1930
55480830,885
58614436,522
23528423,764
65086642,1119
18084235,929
93763094,249
25505254,1719
87636300,1419
76880213,838
75827248,1165
26804726,1712
91689171,690
39598919,1519
70957460,972
20326776,20
46977773,831
88709789,1409
96106436,1549
27563688,963
81053744,605
60009535,921
96560209,1905
20539090,388
25171510,126
79662167,1709
91312395,164
31261820,1673
29838907,899
79565983,494
47928303,783
92443437,820
72364897,1320
54012656,486
28269389,593
31487875,65
27583929,302
58100660,126
33505514,586
65468434,1421
74416461,1428
70255614,944
85559801,1083
50152956,918
93417069,983
89051013,1227
52301914,770
74898581,1581
76373308,41
60861742,636
77302833,1154
75217241,441
57000328,588
14238784,1491
22866780,1744
17294036,1654
18823413,1486
19539356,1377
32397749,1340
51561774,1860
85982322,813
20233509,1068
57307027,48
87707574,934
12556805,1838
96163479,1386
22751659,637
74123775,1187
96805357,808
32434319,381
83469688,835
91394845,964
89956860,1735
68741760,324
36637381,366
31131704,1397
80165582,1065
78417962,861
32708522,1574
92908625,130
59400570,878
77835862,342
83527793,1415
34596836,1213
75230500,276
10964756,1105
48107535,845
63399777,638
90403459,416
64603900,1109
14202451,683
51788537,226
38668176,560
83508683,511
69650005,1778
90836179,177
34941322,1399
11304988,307
27622907,167
20308955,322
88721133,488
19950593,563
81219223,1853
68395868,20
98777032,672
11463315,1382
38990949,1765
39417500,561
92755069,677
25332384,747
92363619,768
21768738,1807
33668779,1662
39935094,665
20897387,766
33259853,1501
64941578,1366
28536538,1115
19298071,83
63939486,899
77387311,466
86826210,1045
14060684,19
38893410,46
57743731,467
85808499,1426
75527977,488
47613600,51
44805763,980
91668761,1270
65585294,250
28140775,883
37717661,1871
89024216,779
87495378,1071
72088572,1527
52373982,1151
78550625,652
75551449,898
27939289,46
72016496,1030
21901887,1322
72626681,1081
12571381,585
76110218,1728
94203125,2
37617370,1179
16552722,661
48492989,160
23283663,1923
79751483,474
76676207,1656
36459193,98
80473647,1214
29443274,480
62311094,938
98573002,868
32475970,289
61771314,1766
99733510,1753
75665761,398
58787569,1457
68014832,899
50920885,110
56154986,1061
20227921,1909
84558636,464
16780499,1780
54324032,1207
14234580,1662
77356032,779
91745886,846
43606506,1407
65301043,1516
89002399,1198
58626176,971
70286719,1731
45513405,1154
81372255,1864
71321665,468
12118104,929
89082761,5
80324011,373
53849141,403
36708312,443
66538107,1165
67135240,615
92154157,95
74617749,1056
83682795,513
18873895,1583
72550162,492
85313737,483
27534832,314
37572818,595
52248240,1545
36043004,1676
78334170,870
41579929,1639
66688663,409
38385876,1454
37870687,1145
29120586,753
28746318,1683
52069809,768
12355097,442
81355650,810
23069040,1097
45825157,1252
63391278,450
81555381,1056
60334024,820
52109487,874
12865951,1340
35573199,829
73222566,796
60502458,357
22711367,376
48740118,1089
35097924,144
79724829,322
56343056,1510
40034883,79
63695754,771
44885629,1599
52423635,1898
59627644,1284
52930791,573
69390309,1410
92957840,1424
43003080,1403
36855731,1787
46267166,320
17634121,111
71850504,273
90057050,381
73137917,460
99819509,1408
30544326,231
72933083,1402
78279279,265
66797017,193
35124861,1425
96675946,1316
81277654,1260
95032720,1756
48354562,958
27474495,1895
66915179,1804
49163781,254
54652577,1118
30180069,183
37212766,315
91890040,1077
26691150,675
