dni,sede_id
27194746,794
47388932,98
28598827,323
33900638,675
59032370,248
10739605,172
71633726,146
46280156,1024
94607355,1110
44458670,935
30514824,498
40495566,885
85700090,1928
52762919,1734
79708024,516
27554174,712
43640773,4
98003633,1274
10744605,1143
87008843,250
70504906,161
89665091,983
22592146,590
21867831,431
59622419,982
77565177,1726
23720799,278
36140325,384
70950846,1671
76761548,1069
84689702,1161
82399516,437
31865195,1102
99481793,1232
26188298,814
37729367,1684
39908716,436
21793855,557
70916434,1006
95518395,772
27761201,409
59149326,1985
97577142,818
92865912,4
32132906,1768
34085644,653
98944294,733
29283954,1766
57795067,481
72807035,1519
86527369,1687
41774165,1562
11435525,1411
82612141,1154
99053887,879
64027112,546
15720667,991
77393540,1425
13356261,20
61821998,1382
65699746,344
61598684,1010
18759282,1383
88129453,618
13387969,1001
37789050,886
31690656,536
72369587,637
30948534,1277
81613515,1222
31417215,1020
21355791,429
64602835,1007
63439343,1325
59717452,1285
97129967,819
62123410,775
90842676,613
57405839,1512
35485932,1981
51278762,126
73358068,851
14131790,1864
72920560,210
47475301,224
57465186,1123
55707901,1470
70992874,1689
18985713,1973
70784663,1122
14961485,630
55564777,1856
44507761,43
86336093,555
59935290,614
69799502,509
64494403,214
70777669,460
96537218,420
54830505,1298
63724997,697
87815042,347
21725607,797
97532800,1916
34477534,1860
50463173,423
80967891,1627
44066553,475
15443238,1944
54677824,1847
68111506,1153
75410520,1915
70774456,669
54656900,1458
60097825,540
80980463,1042
61687658,1076
97920001,1364
26262015,200
89833203,541
63170233,158
14131687,1491
54915688,1693
41339388,1552
55221252,925
90954076,1796
24859267,1386
31200274,82
30912787,1485
90197371,607
40852231,1188
36154333,522
83667488,292
67220904,488
64210287,1327
10230570,1197
51990033,1392
62484214,1961
25598460,1640
18269670,1113
86159634,1566
54258161,1719
13219642,730
29459703,1008
74617069,130
58099551,891
77881561,565
82718282,629
28856442,1947
18149943,1885
21901805,49
39871011,46
24211771,307
41963711,330
48840123,1738
68731614,569
93844449,1282
92584984,1873
44545636,828
49631102,1298
51195102,664
28489747,1567
71859022,149
70542330,1701
96756309,554
28076427,269
98449472,753
30722618,1777
40201615,574
34489997,149
79553301,1512
68386881,759
89380551,426
60635859,1496
35406752,1841
86012948,1751
30489589,1458
41032155,1785
89098062,688
74781601,1333
20853167,1439
38721603,1902
51756239,637
60576154,854
32840021,1957
29353056,921
60979539,399
67268322,1893
66027248,1423
74918305,1333
38365401,894
67602823,1753
43239801,1842
20666284,1514
62445547,383
45608836,206
45719116,1356
87970872,1346
33873778,1014
81749503,882
19804308,1549
73021421,709
43441091,347
78483863,365
35793534,1160
52408398,1063
63780881,556
51880228,584
99976439,910
10619721,1296
65791199,821
33509595,1509
81115741,1343
82588702,1742
32861350,21
16321605,1266
57292159,761
64077256,1461
81400565,176
29485102,1238
16537815,267
79867877,447
65343871,312
11358485,1010
40843051,1394
53028812,1861
93497392,1356
16178601,530
85713599,1319
12834800,1194
87531886,668
14771925,33
48825338,1084
49465641,995
69658886,994
55383759,979
70941800,1637
57216364,773
60592106,183
13918872,1812
76970427,221
48922770,1789
68799804,1331
95001236,1670
97416991,1510
11281912,439
15914416,901
59862290,1890
53156638,1205
41632790,1800
97508003,702
35977248,815
57843861,942
11091649,818
94745047,764
85131198,982
13727383,55
10322054,1787
64198893,1168
14931214,1066
41654925,947
88076840,1235
23949450,694
43665482,1112
12777975,152
61584697,287
24622850,1585
31349697,1778
22765653,1453
89990342,184
26884150,1901
37866098,224
11876402,1136
34108811,212
68559254,307
31723958,1556
91976279,1759
20489704,1076
56243216,444
53999904,324
96056603,1229
80969069,1550
62720545,30
60732557,1768
66647553,1771
80652912,950
10290659,837
17836969,816
20336171,565
16500073,112
69920598,1580
19851133,175
57003978,345
18253643,1803
71665939,1183
88282949,649
60875557,534
58362700,199
10716971,422
12248191,1388
54439006,1631
25197460,16
79707270,1907
14095515,616
77093019,584
25674445,1171
18607733,1333
34479351,621
29210357,99
61243351,70
72316791,75
18655808,854
22424636,1388
60516513,766
58568320,873
24375497,1121
13067569,720
44324075,48
55731615,1495
34053504,210
56155697,1565
40751703,430
72683655,728
51231040,737
78242449,738
49327723,1608
42965325,1570
86943193,1963
99838946,451
28401771,1418
55029007,827
88191399,1091
14166586,1415
75549772,1361
89928788,321
89817202,1682
96938820,1492
81520708,288
89108903,1604
27542936,39
72805524,1460
43335824,262
78439218,816
31257748,1783
59075714,838
10058967,1561
79873432,850
71242171,759
58583949,526
46137030,1957
44768991,177
75097341,805
47837166,1498
87580658,318
43975888,528
82694678,1191
21420982,88
28476320,747
40856960,1421
18695777,299
47758453,1372
71052873,1641
61701396,1528
74751578,1764
74074768,1279
19072829,757
91345520,307
81628506,101
16387328,169
17318050,1894
66828937,1425
83914729,1179
74533053,78
38524921,1863
93637409,490
74127317,699
82755586,656
48513679,737
35984127,757
65129803,1185
61423343,1875
36978813,1010
74455536,1505
94221796,274
98692470,104
97536268,10
31153246,1925
67593891,1686
27898060,782
66335699,1255
70600159,1972
98476103,874
72899462,1763
89335849,769
99607962,151
13033481,1801
65547600,483
33235140,950
22706239,424
83814443,1922
88850955,745
11951555,777
40530398,1550
57236858,625
26740071,1027
67140624,1389
32531592,1533
29933107,863
43954379,1337
90914969,771
19198810,1921
11450852,432
51704492,1814
42276285,219
49378105,1672
92256188,633
79968415,1357
23719262,1273
